Status,Age,Income,Client_Dependents,Tenure_Months,Products,Inactive_Months,Bank_Contacts,Credit_Limit,Revolving_Bal,Avg_OpenToBuy,Total_Trans_Amount,Trans_Count,Utilization_Ratio,Riesgo_Impago,Riesgo_Abandono,Puntaje_Riesgo
Existing Customer,35,20000.0,2,21,5,1,2,3230.0,2517,713.0,1914,31,0.779,no_riesgo,Alto,0.15362777777777775
Existing Customer,46,20000.0,4,38,3,3,3,8881.0,1865,7016.0,2632,54,0.21,no_riesgo,Bajo,0.11452659574468085
Existing Customer,46,50000.0,1,51,3,3,5,11037.0,1491,9546.0,2429,63,0.135,no_riesgo,Bajo,0.05109659574468085
Existing Customer,50,50000.0,2,44,6,2,5,16763.0,0,16763.0,3626,69,0.0,no_riesgo,Bajo,0.0196078431372549
Existing Customer,31,50000.0,0,21,6,2,2,2621.0,1461,1160.0,2718,71,0.557,no_riesgo,Medio,0.060469999999999996
Existing Customer,49,100000.0,2,43,3,3,5,4939.0,1190,3749.0,3764,64,0.241,no_riesgo,Bajo,0.0319
Existing Customer,50,20000.0,3,32,5,3,4,4419.0,1218,3201.0,4535,75,0.276,no_riesgo,Bajo,0.0805078431372549
Existing Customer,44,20000.0,4,39,5,1,4,9235.0,1796,7439.0,1739,42,0.194,no_riesgo,Bajo,0.11202222222222223
Existing Customer,46,20000.0,1,56,6,1,3,3055.0,1685,1370.0,1405,40,0.552,no_riesgo,Bajo,0.10552659574468086
Existing Customer,41,100000.0,1,35,6,2,3,19412.0,770,18642.0,1576,41,0.04,no_riesgo,Bajo,0.03150952380952381
Existing Customer,56,100000.0,1,36,6,1,3,12786.0,1880,10906.0,1205,19,0.147,no_riesgo,Bajo,0.0363438596491228
Existing Customer,55,70000.0,1,36,4,2,3,4666.0,1275,3391.0,1281,28,0.273,no_riesgo,Bajo,0.036071428571428574
Existing Customer,48,20000.0,4,38,4,3,3,4894.0,1505,3389.0,3277,67,0.308,no_riesgo,Bajo,0.09565816326530611
Existing Customer,35,120000.0,2,36,4,2,3,4549.0,1250,3474.0,2754,60,0.046,no_riesgo,Bajo,0.03819444444444444
Existing Customer,46,20000.0,0,18,6,3,2,2132.0,797,1335.0,3265,74,0.374,no_riesgo,Bajo,0.06112659574468085
Existing Customer,37,100000.0,3,24,5,3,2,6590.0,0,6590.0,2449,67,0.0,no_riesgo,Bajo,0.02631578947368421
Existing Customer,53,20000.0,2,36,6,1,3,3176.0,1470,1706.0,1634,53,0.463,no_riesgo,Bajo,0.09201851851851851
Existing Customer,37,70000.0,1,27,4,1,3,4288.0,2349,1939.0,2591,57,0.548,no_riesgo,Bajo,0.059872932330827064
Existing Customer,46,50000.0,0,56,5,3,5,20130.0,2355,17775.0,2444,49,0.117,no_riesgo,Bajo,0.06837659574468086
Existing Customer,48,20000.0,2,43,3,3,2,5945.0,1685,4260.0,3598,67,0.283,no_riesgo,Bajo,0.10465816326530612
Existing Customer,37,50000.0,1,17,3,1,4,3350.0,0,3350.0,2849,61,0.0,no_riesgo,Bajo,0.02631578947368421
Existing Customer,35,70000.0,1,26,4,3,2,4008.0,1841,2167.0,2794,58,0.459,no_riesgo,Bajo,0.05407777777777778
Existing Customer,35,20000.0,3,27,3,3,2,5780.0,938,4842.0,2960,65,0.162,no_riesgo,Bajo,0.07467777777777777
Existing Customer,49,50000.0,2,38,4,1,2,2497.0,1674,823.0,2922,53,0.67,no_riesgo,Medio,0.05348
Existing Customer,46,50000.0,0,13,3,3,4,10286.0,2286,8000.0,2564,57,0.222,no_riesgo,Bajo,0.06699659574468085
Existing Customer,58,70000.0,1,36,3,1,3,2347.0,2163,184.0,1631,40,0.176,no_riesgo,Bajo,0.04784915254237288
Existing Customer,46,50000.0,2,18,4,1,2,23125.0,1236,21889.0,2536,69,0.053,no_riesgo,Bajo,0.045996595744680846
Existing Customer,58,20000.0,2,43,6,2,2,3034.0,2517,517.0,1617,29,0.176,no_riesgo,Medio,0.14279915254237288
Existing Customer,33,100000.0,2,23,3,4,3,7081.0,1874,5207.0,2249,47,0.265,no_riesgo,Bajo,0.04815176470588235
Existing Customer,36,50000.0,2,28,5,1,3,6824.0,1873,4951.0,1933,48,0.274,no_riesgo,Bajo,0.06448702702702702
Existing Customer,47,20000.0,3,36,4,3,4,1438.3,772,666.3,2250,40,0.537,riesgo,Bajo,0.05943333333333334
Existing Customer,41,20000.0,2,29,3,2,2,2683.0,1738,945.0,2274,52,0.648,no_riesgo,Medio,0.11070952380952381
Existing Customer,46,70000.0,4,40,5,2,1,12280.0,985,11295.0,4263,70,0.08,no_riesgo,Bajo,0.03534802431610942
Existing Customer,58,70000.0,4,36,3,2,2,14607.0,1480,13127.0,1393,38,0.101,no_riesgo,Bajo,0.03809200968523002
Existing Customer,53,20000.0,1,48,4,3,3,2267.0,1469,798.0,3709,64,0.648,no_riesgo,Medio,0.09196851851851852
Existing Customer,54,20000.0,3,36,6,2,4,2556.0,2260,296.0,1401,30,0.176,no_riesgo,Alto,0.13118181818181818
Existing Customer,39,50000.0,1,34,4,1,2,12512.0,666,11846.0,2995,60,0.053,no_riesgo,Bajo,0.03832
Existing Customer,49,100000.0,2,39,3,2,2,11332.0,946,10386.0,3806,65,0.083,no_riesgo,Bajo,0.02946
Existing Customer,35,20000.0,3,23,3,3,4,3073.0,526,2547.0,1944,55,0.171,no_riesgo,Bajo,0.05407777777777778
Existing Customer,47,120000.0,3,27,6,3,3,4549.0,2315,3474.0,1805,46,0.067,no_riesgo,Bajo,0.040124999999999994
Existing Customer,38,70000.0,3,34,6,3,3,5323.0,2301,3022.0,1783,33,0.432,no_riesgo,Bajo,0.05851245421245421
Existing Customer,56,100000.0,1,44,3,1,0,9078.0,1501,7577.0,1543,34,0.165,no_riesgo,Bajo,0.03255385964912281
Existing Customer,56,120000.0,2,46,4,1,3,4549.0,1347,3474.0,1302,27,0.05,no_riesgo,Bajo,0.028768859649122805
Existing Customer,38,70000.0,3,25,5,1,4,9859.0,1305,8554.0,4345,72,0.132,no_riesgo,Bajo,0.04428388278388278
Attrited Customer,46,100000.0,3,39,1,4,3,4026.0,243,3783.0,1102,27,0.06,no_riesgo,Bajo,0.02370659574468085
Existing Customer,37,50000.0,1,25,3,2,3,2608.0,1799,809.0,2565,72,0.69,no_riesgo,Medio,0.06229578947368421
Existing Customer,46,20000.0,0,36,4,1,4,3552.0,2517,1035.0,1342,26,0.709,no_riesgo,Alto,0.14712659574468084
Existing Customer,46,20000.0,1,56,6,2,2,4613.0,1619,2994.0,2328,62,0.351,no_riesgo,Bajo,0.10222659574468085
Existing Customer,38,100000.0,4,27,5,2,4,10386.0,1909,8477.0,2119,52,0.184,no_riesgo,Bajo,0.04473102564102564
Existing Customer,45,50000.0,4,39,4,1,2,4549.0,1298,3474.0,1906,39,0.038,no_riesgo,Bajo,0.047699130434782605
Existing Customer,46,50000.0,0,36,5,2,3,2657.0,1611,1046.0,2349,41,0.606,no_riesgo,Medio,0.05349659574468085
Existing Customer,58,20000.0,2,44,4,2,3,5031.0,1327,3704.0,1433,34,0.264,no_riesgo,Bajo,0.08329915254237288
Attrited Customer,48,120000.0,3,36,5,2,4,4549.0,787,3474.0,1312,32,0.023,no_riesgo,Bajo,0.026966496598639454
Existing Customer,46,50000.0,0,16,6,2,4,1612.0,835,777.0,2148,40,0.518,riesgo,Bajo,0.03797659574468085
Existing Customer,48,20000.0,3,43,6,2,2,2423.0,1773,650.0,2038,64,0.732,no_riesgo,Medio,0.10905816326530612
Attrited Customer,33,100000.0,3,36,6,3,5,7140.0,0,7140.0,916,18,0.0,no_riesgo,Bajo,0.029411764705882353
Existing Customer,62,50000.0,0,51,3,3,2,3377.0,948,2429.0,1407,44,0.281,no_riesgo,Bajo,0.03483301587301588
Attrited Customer,55,100000.0,3,41,1,3,4,4549.0,2408,3474.0,1187,40,0.07,no_riesgo,Bajo,0.04193714285714285
Existing Customer,40,20000.0,2,29,4,3,2,2295.0,0,2295.0,3292,62,0.0,no_riesgo,Bajo,0.024390243902439025
Existing Customer,46,50000.0,2,41,3,3,2,3150.0,1543,1607.0,3432,71,0.49,no_riesgo,Bajo,0.05213659574468085
Existing Customer,58,50000.0,1,36,3,2,5,2165.0,1135,1030.0,1541,33,0.524,no_riesgo,Bajo,0.03964915254237288
Existing Customer,47,70000.0,2,34,3,2,4,4249.0,1562,2687.0,1881,49,0.368,no_riesgo,Bajo,0.043147619047619046
Existing Customer,50,70000.0,2,41,6,1,3,2966.0,1433,1533.0,1986,50,0.483,no_riesgo,Bajo,0.04007927170868347
Existing Customer,53,120000.0,1,41,6,3,2,1612.0,744,868.0,1564,33,0.462,riesgo,Bajo,0.024718518518518518
Existing Customer,45,70000.0,3,36,3,1,3,14593.0,1504,13089.0,3447,72,0.103,no_riesgo,Bajo,0.0432248447204969
Existing Customer,48,50000.0,4,38,6,3,2,8327.0,1551,6776.0,4428,82,0.186,no_riesgo,Bajo,0.05142816326530612
Existing Customer,43,70000.0,3,37,6,1,2,4549.0,1580,3474.0,4149,86,0.046,no_riesgo,Bajo,0.0452987012987013
Existing Customer,60,70000.0,0,55,6,1,2,6479.0,1393,5086.0,1618,47,0.215,no_riesgo,Bajo,0.036293442622950825
Existing Customer,56,120000.0,2,41,4,1,3,18442.0,1470,16972.0,1281,36,0.08,no_riesgo,Bajo,0.029793859649122807
Existing Customer,43,50000.0,3,31,5,3,2,2800.0,2517,283.0,1994,41,0.176,no_riesgo,Medio,0.07306727272727273
Existing Customer,57,20000.0,3,36,6,2,3,3032.0,2215,817.0,1387,30,0.731,no_riesgo,Medio,0.12799137931034482
Existing Customer,52,50000.0,1,47,6,3,3,2151.0,1338,813.0,3446,58,0.622,no_riesgo,Medio,0.04562792452830189
Existing Customer,56,50000.0,1,36,6,3,2,24073.0,1084,22989.0,1341,37,0.045,no_riesgo,Bajo,0.03922385964912281
Attrited Customer,43,100000.0,1,37,4,2,3,25517.0,321,25196.0,2508,44,0.013,no_riesgo,Bajo,0.02593727272727273
Existing Customer,38,70000.0,3,32,3,1,2,7709.0,2227,5482.0,2520,61,0.289,no_riesgo,Bajo,0.05745531135531135
Existing Customer,53,50000.0,2,33,3,3,1,4065.0,2180,1885.0,1271,36,0.536,no_riesgo,Bajo,0.06211851851851852
Existing Customer,52,50000.0,1,35,3,2,4,13169.0,1499,11670.0,4370,83,0.114,no_riesgo,Bajo,0.04884792452830189
Existing Customer,58,100000.0,2,44,3,2,2,11811.0,2508,9303.0,1469,29,0.212,no_riesgo,Bajo,0.04202915254237288
Existing Customer,34,20000.0,3,36,3,6,1,7440.0,704,6736.0,2251,63,0.095,no_riesgo,Bajo,0.06377142857142858
Existing Customer,36,50000.0,1,20,5,1,2,12714.0,976,11738.0,2240,53,0.077,no_riesgo,Bajo,0.046547027027027024
Existing Customer,55,50000.0,0,35,5,1,3,3735.0,1978,1757.0,1749,41,0.53,no_riesgo,Bajo,0.057417142857142854
Existing Customer,54,100000.0,1,43,3,1,4,25882.0,1699,24183.0,1736,48,0.066,no_riesgo,Bajo,0.03517181818181818
Existing Customer,36,50000.0,2,36,4,3,1,3877.0,1495,2382.0,1942,42,0.386,no_riesgo,Bajo,0.056927027027027025
Existing Customer,35,50000.0,2,27,4,3,0,3280.0,1806,1474.0,2534,78,0.551,no_riesgo,Bajo,0.06389777777777778
Existing Customer,53,120000.0,2,36,5,1,3,11023.0,0,11023.0,1656,41,0.0,no_riesgo,Bajo,0.018518518518518517
Existing Customer,48,20000.0,3,36,4,2,2,6182.0,1131,5051.0,3546,63,0.183,no_riesgo,Bajo,0.07695816326530612
Existing Customer,37,50000.0,3,19,3,3,4,2186.0,1185,1001.0,2614,67,0.542,no_riesgo,Bajo,0.05001578947368421
Existing Customer,45,100000.0,3,39,3,1,0,17996.0,864,17132.0,1589,30,0.048,no_riesgo,Bajo,0.03037913043478261
Existing Customer,54,20000.0,1,43,6,2,3,2306.0,2200,106.0,2097,57,0.176,no_riesgo,Alto,0.12818181818181817
Existing Customer,38,70000.0,2,30,4,3,4,26556.0,1583,24973.0,3168,73,0.06,no_riesgo,Bajo,0.04825531135531136
Existing Customer,35,20000.0,2,18,3,3,2,5779.0,2517,3262.0,2102,32,0.436,no_riesgo,Medio,0.15362777777777775
Existing Customer,36,20000.0,1,30,6,1,2,5494.0,2078,3416.0,2661,58,0.378,no_riesgo,Medio,0.13092702702702702
Existing Customer,33,120000.0,1,14,6,1,0,7571.0,2264,5307.0,2273,49,0.299,no_riesgo,Bajo,0.048278431372549016
Existing Customer,46,20000.0,1,14,4,3,1,2897.0,1398,1499.0,2698,73,0.483,no_riesgo,Bajo,0.09117659574468086
Existing Customer,36,50000.0,2,26,3,2,4,3131.0,2379,752.0,2315,63,0.76,no_riesgo,Medio,0.07460702702702703
Existing Customer,34,20000.0,3,27,3,3,2,4274.0,2517,1757.0,2257,54,0.589,no_riesgo,Alto,0.15442142857142857
Existing Customer,55,70000.0,0,36,4,6,4,4980.0,906,4074.0,2273,66,0.182,no_riesgo,Bajo,0.0308
Existing Customer,61,20000.0,0,48,3,3,3,3156.0,2155,1001.0,1376,44,0.683,no_riesgo,Medio,0.12387903225806451
Existing Customer,44,20000.0,2,39,5,1,0,6861.0,2101,4760.0,3974,63,0.306,no_riesgo,Medio,0.12727222222222223
Existing Customer,54,100000.0,1,46,3,3,2,15554.0,2497,13057.0,2836,61,0.161,no_riesgo,Bajo,0.04315181818181818
Existing Customer,39,100000.0,2,28,3,2,4,26570.0,1915,24655.0,2118,33,0.072,no_riesgo,Bajo,0.04415
Existing Customer,51,70000.0,1,36,3,2,4,22224.0,979,21245.0,3346,69,0.044,no_riesgo,Bajo,0.033216483516483514
Existing Customer,47,100000.0,2,41,6,2,4,10606.0,1713,8893.0,2694,61,0.162,no_riesgo,Bajo,0.037963333333333335
Existing Customer,37,50000.0,1,25,4,3,4,5865.0,2517,3348.0,2623,47,0.429,no_riesgo,Bajo,0.0766557894736842
Existing Customer,47,50000.0,3,36,5,2,3,5369.0,1854,3515.0,1898,50,0.345,no_riesgo,Bajo,0.05791333333333333
Existing Customer,56,120000.0,3,43,5,1,5,5188.0,753,4435.0,1540,30,0.145,no_riesgo,Bajo,0.023818859649122805
Existing Customer,53,100000.0,1,36,4,2,4,17742.0,1463,16279.0,3369,55,0.082,no_riesgo,Bajo,0.03314851851851852
Existing Customer,62,50000.0,0,48,5,1,5,2591.0,0,2591.0,2123,56,0.0,no_riesgo,Bajo,0.015873015873015872
Existing Customer,58,20000.0,3,48,6,2,3,2800.0,1834,966.0,1571,36,0.655,no_riesgo,Bajo,0.10864915254237288
Existing Customer,57,100000.0,1,36,3,2,2,6543.0,2260,4283.0,1519,31,0.345,no_riesgo,Bajo,0.03984137931034483
Existing Customer,54,50000.0,1,36,6,3,4,26053.0,829,25224.0,2768,70,0.032,no_riesgo,Bajo,0.034761818181818185
Existing Customer,33,50000.0,3,26,6,3,5,6316.0,1344,4972.0,2401,71,0.213,no_riesgo,Bajo,0.056291764705882354
Existing Customer,54,20000.0,1,41,3,2,4,4658.0,588,4070.0,1351,30,0.126,no_riesgo,Bajo,0.04758181818181818
Existing Customer,46,70000.0,0,22,3,3,3,6476.0,0,6476.0,2723,66,0.0,no_riesgo,Bajo,0.02127659574468085
Existing Customer,36,20000.0,2,36,6,2,5,8087.0,1263,6824.0,2429,69,0.156,no_riesgo,Bajo,0.09017702702702703
Existing Customer,60,70000.0,2,50,3,1,2,9033.0,845,8188.0,1661,35,0.094,no_riesgo,Bajo,0.02846487119437939
Existing Customer,46,20000.0,4,28,6,3,4,3206.0,0,3206.0,3253,72,0.0,no_riesgo,Bajo,0.02127659574468085
Existing Customer,55,100000.0,1,49,4,3,3,4549.0,2158,3474.0,1502,34,0.075,no_riesgo,Bajo,0.03943714285714285
Existing Customer,55,100000.0,1,47,3,3,3,2938.0,1995,943.0,1352,30,0.679,no_riesgo,Medio,0.03780714285714286
Existing Customer,31,20000.0,0,25,5,2,2,5715.0,1741,3974.0,2324,67,0.305,no_riesgo,Medio,0.1183
Existing Customer,55,20000.0,3,36,3,2,1,2111.0,1209,902.0,2803,61,0.573,no_riesgo,Bajo,0.07830714285714285
Existing Customer,36,50000.0,2,31,3,2,5,11862.0,2282,9580.0,2576,74,0.192,no_riesgo,Bajo,0.07266702702702703
Existing Customer,34,20000.0,2,36,3,3,2,2791.0,2160,631.0,2214,56,0.774,no_riesgo,Alto,0.13657142857142857
Existing Customer,33,20000.0,1,36,3,2,4,6551.0,1440,5111.0,2429,77,0.22,no_riesgo,Bajo,0.10141176470588234
Existing Customer,46,50000.0,2,16,5,3,5,4533.0,1977,2556.0,2679,69,0.436,no_riesgo,Bajo,0.060816595744680846
Existing Customer,54,50000.0,2,36,5,3,0,1854.0,1528,326.0,1307,39,0.824,riesgo,Medio,0.04874181818181818
Existing Customer,53,100000.0,2,43,6,1,3,6704.0,1354,5350.0,1331,30,0.202,no_riesgo,Bajo,0.032058518518518514
Existing Customer,59,100000.0,0,36,5,3,3,4549.0,1494,3474.0,3259,65,0.043,no_riesgo,Bajo,0.031606666666666665
Existing Customer,41,120000.0,2,32,6,3,2,5489.0,1513,3976.0,4085,65,0.276,no_riesgo,Bajo,0.03641785714285714
Existing Customer,45,50000.0,3,36,3,1,1,10619.0,607,10012.0,4074,65,0.057,no_riesgo,Bajo,0.033879130434782606
Existing Customer,50,20000.0,2,40,5,3,3,2481.0,1287,1194.0,1825,51,0.519,no_riesgo,Bajo,0.0839578431372549
Existing Customer,57,70000.0,2,47,4,4,1,5100.0,1970,3130.0,1032,26,0.386,no_riesgo,Bajo,0.04538423645320197
Existing Customer,46,50000.0,0,49,5,4,3,5905.0,726,5179.0,3982,65,0.123,no_riesgo,Bajo,0.03579659574468085
Existing Customer,35,50000.0,3,30,3,3,2,9293.0,0,9293.0,2314,59,0.0,no_riesgo,Bajo,0.027777777777777776
Existing Customer,35,70000.0,3,25,5,3,3,5240.0,1451,3789.0,2172,38,0.277,no_riesgo,Bajo,0.048506349206349206
Existing Customer,53,120000.0,3,40,6,2,5,4182.0,741,3441.0,1297,24,0.177,no_riesgo,Bajo,0.024693518518518517
Existing Customer,33,20000.0,4,24,6,2,2,9857.0,0,9857.0,3448,103,0.0,no_riesgo,Bajo,0.029411764705882353
Existing Customer,38,100000.0,2,33,3,1,4,20117.0,1226,18891.0,2906,58,0.061,no_riesgo,Bajo,0.03790102564102564
Existing Customer,31,20000.0,0,22,3,2,3,6012.0,0,6012.0,2801,72,0.0,no_riesgo,Bajo,0.03125
Existing Customer,37,70000.0,2,27,4,2,4,6369.0,0,6369.0,2675,47,0.0,no_riesgo,Bajo,0.02631578947368421
Existing Customer,36,100000.0,1,30,4,2,5,13005.0,2152,10853.0,3023,53,0.165,no_riesgo,Bajo,0.048547027027027026
Attrited Customer,39,50000.0,3,36,3,2,3,1575.0,592,983.0,644,64,0.376,riesgo,Bajo,0.03684
Existing Customer,58,20000.0,0,39,5,3,3,6679.0,1207,5472.0,1649,29,0.181,no_riesgo,Bajo,0.07729915254237288
Existing Customer,39,20000.0,1,34,6,3,5,6458.0,1802,4656.0,2315,49,0.279,no_riesgo,Bajo,0.11510000000000001
Existing Customer,61,70000.0,0,48,3,2,4,20803.0,1446,19357.0,2073,43,0.07,no_riesgo,Bajo,0.036786175115207376
Existing Customer,34,50000.0,4,26,3,2,4,5540.0,1240,4300.0,1524,31,0.224,no_riesgo,Bajo,0.05337142857142857
Existing Customer,55,100000.0,3,36,4,3,4,2801.0,2403,398.0,1526,44,0.176,no_riesgo,Medio,0.04188714285714286
Existing Customer,50,20000.0,2,40,4,3,5,2419.0,2380,39.0,4099,73,0.176,no_riesgo,Alto,0.13860784313725488
Existing Customer,33,50000.0,3,24,6,3,3,5156.0,1427,3729.0,2057,54,0.277,no_riesgo,Bajo,0.057951764705882355
Existing Customer,48,50000.0,1,36,6,4,4,14228.0,1953,12275.0,1970,51,0.137,no_riesgo,Bajo,0.059468163265306115
Existing Customer,46,100000.0,0,51,3,3,4,10257.0,1021,9236.0,1508,30,0.1,no_riesgo,Bajo,0.03148659574468085
Attrited Customer,54,50000.0,3,44,2,1,5,3032.0,0,3032.0,1037,64,0.0,no_riesgo,Bajo,0.01818181818181818
Attrited Customer,41,70000.0,4,36,2,3,5,1438.3,312,1126.3,1786,26,0.217,riesgo,Bajo,0.028266666666666666
Existing Customer,51,100000.0,3,45,5,2,4,4549.0,0,3474.0,2619,69,0.0,no_riesgo,Bajo,0.019230769230769232
Existing Customer,54,50000.0,2,46,5,3,2,3014.0,794,2220.0,1488,30,0.263,no_riesgo,Bajo,0.03406181818181818
Existing Customer,47,50000.0,4,36,3,3,3,5762.0,1890,3872.0,3814,88,0.328,no_riesgo,Bajo,0.05863333333333333
Existing Customer,52,20000.0,3,45,5,1,3,2555.0,1701,854.0,3127,45,0.666,no_riesgo,Medio,0.10391792452830188
Existing Customer,34,100000.0,5,28,3,3,2,4549.0,1731,3474.0,2421,63,0.05,no_riesgo,Bajo,0.04588142857142857
Existing Customer,46,20000.0,0,54,4,3,2,2140.0,1361,779.0,1280,34,0.636,no_riesgo,Medio,0.08932659574468085
Existing Customer,62,50000.0,1,43,3,1,1,4760.0,0,4760.0,1459,20,0.0,no_riesgo,Bajo,0.015873015873015872
Existing Customer,38,100000.0,1,27,6,2,5,26372.0,1365,25007.0,2291,56,0.052,no_riesgo,Bajo,0.03929102564102564
Existing Customer,52,20000.0,2,43,5,2,2,8203.0,654,7549.0,2910,63,0.08,no_riesgo,Bajo,0.05156792452830189
Existing Customer,35,50000.0,2,24,5,2,3,2655.0,1527,1128.0,1921,26,0.575,no_riesgo,Bajo,0.058317777777777774
Existing Customer,35,120000.0,2,27,6,2,2,13655.0,1048,12607.0,2383,59,0.077,no_riesgo,Bajo,0.036511111111111105
Existing Customer,54,100000.0,1,48,6,1,5,12169.0,1935,10234.0,1599,38,0.159,no_riesgo,Bajo,0.03753181818181818
Existing Customer,35,20000.0,3,17,6,1,1,2956.0,1823,1133.0,2144,58,0.617,no_riesgo,Medio,0.11892777777777777
Existing Customer,35,70000.0,0,18,6,2,3,2598.0,1645,953.0,2483,59,0.633,no_riesgo,Medio,0.051277777777777776
Existing Customer,36,50000.0,3,36,5,2,2,10566.0,726,9840.0,2156,64,0.069,no_riesgo,Bajo,0.04154702702702703
Existing Customer,33,50000.0,3,36,6,1,2,8232.0,2259,5973.0,2849,67,0.274,no_riesgo,Bajo,0.07459176470588236
Existing Customer,53,70000.0,1,44,5,2,1,26365.0,680,3474.0,3411,68,0.026,no_riesgo,Medio,0.02823280423280423
Existing Customer,37,20000.0,1,29,5,3,0,4671.0,1933,2738.0,2468,58,0.414,no_riesgo,Bajo,0.12296578947368421
Existing Customer,35,120000.0,3,28,4,3,2,14869.0,0,14869.0,2753,48,0.0,no_riesgo,Bajo,0.027777777777777776
Existing Customer,59,50000.0,1,36,6,2,2,2300.0,1965,335.0,1693,27,0.176,no_riesgo,Bajo,0.055966666666666665
Existing Customer,47,100000.0,1,28,6,1,4,2797.0,1802,995.0,3525,63,0.644,no_riesgo,Medio,0.03885333333333334
Existing Customer,48,50000.0,3,30,5,2,1,2657.0,2115,542.0,3580,77,0.796,no_riesgo,Medio,0.06270816326530612
Existing Customer,58,100000.0,2,46,6,1,3,9149.0,1806,7343.0,1220,36,0.197,no_riesgo,Bajo,0.035009152542372884
Existing Customer,55,20000.0,2,36,5,2,3,2629.0,1476,1153.0,1725,41,0.561,no_riesgo,Bajo,0.09165714285714285
Existing Customer,37,50000.0,2,17,6,3,3,3176.0,0,3176.0,2298,67,0.0,no_riesgo,Bajo,0.02631578947368421
Existing Customer,57,100000.0,2,42,6,1,0,21875.0,2517,19358.0,1327,31,0.115,no_riesgo,Bajo,0.04241137931034483
Existing Customer,60,50000.0,2,41,5,2,4,3007.0,1664,1343.0,1475,31,0.553,no_riesgo,Bajo,0.049673442622950814
Existing Customer,50,70000.0,1,40,4,2,4,17404.0,1745,15659.0,4491,78,0.1,no_riesgo,Bajo,0.04453641456582633
Existing Customer,56,70000.0,2,51,5,6,3,2863.0,2517,346.0,1458,39,0.176,no_riesgo,Bajo,0.05350100250626566
Existing Customer,48,70000.0,3,37,5,1,2,4549.0,2429,3474.0,3205,57,0.07,no_riesgo,Bajo,0.055108163265306126
Existing Customer,40,70000.0,4,30,4,1,1,13919.0,1266,12653.0,3699,67,0.091,no_riesgo,Bajo,0.04247595818815331
Attrited Customer,48,100000.0,3,39,4,4,3,18672.0,2517,16155.0,1126,35,0.135,no_riesgo,Bajo,0.04557816326530612
Existing Customer,50,20000.0,1,36,6,2,2,4204.0,499,3705.0,4740,67,0.119,no_riesgo,Bajo,0.0445578431372549
Existing Customer,61,20000.0,1,36,3,2,4,6859.0,2489,4370.0,1617,26,0.363,no_riesgo,Bajo,0.1405790322580645
Existing Customer,36,100000.0,2,30,6,3,3,16050.0,1480,14570.0,3215,56,0.092,no_riesgo,Bajo,0.04182702702702703
Existing Customer,46,120000.0,5,32,5,2,2,4549.0,1024,3474.0,2436,71,0.03,no_riesgo,Bajo,0.029809929078014184
Existing Customer,46,50000.0,0,36,3,3,3,16766.0,1535,15231.0,3093,77,0.092,no_riesgo,Bajo,0.05197659574468085
Existing Customer,49,100000.0,5,30,3,2,1,20895.0,1808,19087.0,3210,65,0.087,no_riesgo,Bajo,0.03808
Existing Customer,44,50000.0,4,38,6,3,3,7881.0,2517,5364.0,3068,77,0.319,no_riesgo,Bajo,0.07256222222222222
Existing Customer,57,100000.0,5,50,4,2,3,13427.0,0,13427.0,1337,27,0.0,no_riesgo,Bajo,0.017241379310344827
Existing Customer,37,100000.0,2,36,3,3,2,2281.0,1677,604.0,2735,58,0.735,no_riesgo,Medio,0.04308578947368421
Existing Customer,57,100000.0,2,52,6,2,4,10974.0,0,10974.0,1327,26,0.0,no_riesgo,Bajo,0.017241379310344827
Attrited Customer,33,70000.0,1,36,1,3,4,8925.0,168,8757.0,741,64,0.019,no_riesgo,Bajo,0.03181176470588235
Existing Customer,46,70000.0,2,40,4,1,3,5265.0,0,5265.0,3281,68,0.0,no_riesgo,Bajo,0.02127659574468085
Attrited Customer,45,50000.0,2,36,6,4,3,17156.0,2517,14639.0,1142,33,0.147,no_riesgo,Bajo,0.07207913043478262
Existing Customer,53,100000.0,1,36,4,2,3,13457.0,1248,12209.0,1548,41,0.093,no_riesgo,Bajo,0.030998518518518516
Existing Customer,52,70000.0,0,46,3,2,4,2742.0,2184,558.0,3829,72,0.796,no_riesgo,Medio,0.05006792452830189
Existing Customer,34,70000.0,1,29,3,2,3,3890.0,2286,1604.0,1889,51,0.588,no_riesgo,Medio,0.061228571428571424
Existing Customer,55,100000.0,3,51,6,2,3,17198.0,0,17198.0,4042,62,0.0,no_riesgo,Bajo,0.017857142857142856
Existing Customer,53,120000.0,4,41,6,3,4,3401.0,1713,1688.0,1924,54,0.504,no_riesgo,Bajo,0.032793518518518514
Existing Customer,37,70000.0,1,19,6,1,2,18951.0,1243,17708.0,2874,58,0.066,no_riesgo,Bajo,0.04407293233082707
Existing Customer,58,50000.0,3,52,4,1,1,1454.0,888,566.0,3060,56,0.611,riesgo,Bajo,0.03470915254237288
Existing Customer,33,120000.0,3,20,6,3,2,4549.0,1188,3474.0,2202,46,0.043,no_riesgo,Bajo,0.03931176470588235
Existing Customer,39,120000.0,3,36,3,3,2,4549.0,2231,3474.0,3094,45,0.068,no_riesgo,Bajo,0.04359166666666667
Existing Customer,37,20000.0,2,28,5,2,1,7411.0,633,6778.0,2761,77,0.085,no_riesgo,Bajo,0.05796578947368421
Existing Customer,32,50000.0,0,36,4,3,3,7200.0,0,7200.0,3006,83,0.0,no_riesgo,Bajo,0.030303030303030304
